GO:0097298,6.53755e+07
GO:0004617,6.50442e+07
GO:1900280,6.48045e+07
GO:0008068,6.42189e+07
GO:0061369,6.40254e+07
GO:0031945,6.40254e+07
GO:0031948,6.40254e+07
GO:2000019,6.40254e+07
GO:2000066,6.40254e+07
GO:2000180,6.40254e+07
GO:1903699,6.35406e+07
GO:1903709,6.35406e+07
GO:0038046,6.29577e+07
GO:0004309,6.28331e+07
GO:0051141,6.27272e+07
GO:0031260,6.26198e+07
GO:0004164,6.18912e+07
GO:0033388,6.16537e+07
GO:0033389,6.16537e+07
GO:0008783,6.16537e+07
GO:0070618,6.11273e+07
GO:0070488,6.10921e+07
GO:0003842,6.10434e+07
GO:0120219,6.0524e+07
GO:0008903,6.04096e+07
GO:0019118,6.0378e+07
GO:0019119,6.0378e+07
GO:0070159,6.004e+07
GO:0051878,5.99805e+07
GO:0000802,5.99805e+07
GO:1901148,5.98639e+07
GO:0051751,5.98446e+07
GO:1990529,5.98446e+07
GO:0001770,5.9591e+07
GO:1901346,5.94205e+07
GO:0036331,5.94205e+07
GO:0021989,5.91712e+07
GO:1903280,5.91712e+07
GO:1990031,5.90832e+07
GO:0018153,5.88481e+07
GO:0060092,5.87672e+07
GO:0061710,5.8705e+07
GO:0060034,5.86971e+07
GO:0060035,5.86971e+07
GO:0050683,5.84141e+07
GO:0009932,5.83218e+07
GO:0003058,5.83218e+07
GO:0033787,5.82872e+07
GO:0035485,5.82748e+07
GO:1905164,5.81836e+07
GO:0021503,5.80498e+07
GO:0070625,5.80243e+07
GO:0032685,5.7889e+07
GO:0046127,5.78405e+07
GO:0002061,5.78405e+07
GO:0017113,5.78405e+07
GO:0002058,5.78405e+07
GO:0006214,5.78405e+07
GO:0004344,5.77959e+07
GO:0047934,5.77959e+07
GO:0047935,5.77959e+07
GO:0047936,5.77959e+07
GO:0106301,5.77373e+07
GO:0060703,5.7704e+07
GO:0072388,5.76904e+07
GO:0046443,5.76904e+07
GO:0003919,5.76904e+07
GO:0006747,5.76904e+07
GO:0004853,5.76005e+07
GO:0047359,5.75845e+07
GO:0036457,5.75418e+07
GO:0042543,5.75413e+07
GO:0048252,5.74971e+07
GO:0051037,5.74189e+07
GO:0051039,5.74189e+07
GO:0047341,5.74004e+07
GO:0052857,5.72805e+07
GO:1905675,5.72282e+07
GO:0021541,5.70928e+07
GO:0030844,5.70539e+07
GO:0045106,5.70539e+07
GO:0045108,5.70539e+07
GO:0030842,5.70539e+07
GO:0060945,5.70488e+07
GO:0071065,5.70488e+07
GO:1990620,5.704e+07
GO:0033274,5.70047e+07
GO:0106312,5.70047e+07
GO:0106313,5.70047e+07
GO:0004489,5.70047e+07
GO:0090171,5.69751e+07
GO:0003414,5.69751e+07
GO:0003429,5.69751e+07
GO:0004632,5.69546e+07
GO:0140348,5.69472e+07
GO:0150175,5.69472e+07
GO:0150178,5.69472e+07
GO:0140329,5.69472e+07
GO:0051978,5.69472e+07
GO:1902824,5.68706e+07
GO:1903337,5.68706e+07
GO:0140794,5.68531e+07
GO:0140798,5.68531e+07
